"   ","STRENGTHS","WEAKNESSES","PLAYING_STYLE","P_NAME","P_ID","TEAM_NAME","PLAYER_ID","ROWID"
"15095","Athleticism","Lack of Experience","Small Ball","Small Forward","1","ATL","18368","AACmXpAAGAAA2glAAT"
"15096","Defense","Weak Defense","Fast Break","Power Forward","2","""PHX""","19674","AACmXpAAGAAA2glAAU"
"15097","Rebounding","Weak Defense","Man-to-Man Defense","Small Forward","1","""TOR""","219","AACmXpAAGAAA2glAAV"
"15098","Passing","Foul Prone","Small Ball","Small Forward","4","""CLE""","12426","AACmXpAAGAAA2glAAW"
"15099","Versatility","Lack of Size/Length","Man-to-Man Defense","Point Guard","5","""CLE""","17564","AACmXpAAGAAA2glAAX"
"15100","Scoring","Lack of Athleticism","Zone Defense","Small Forward","1","""BKN""","10163","AACmXpAAGAAA2glAAY"
"15101","Leadership","Weak Defense","Man-to-Man Defense","Center","5","""PHI""","15297","AACmXpAAGAAA2glAAZ"
"15102","Shooting","Poor Ball Handling","Half-Court Offense","Small Forward","1","""NOP""","10930","AACmXpAAGAAA2glAAa"
"15103","Size/Length","Lack of Athleticism","Triangle Offense","Point Guard","4","""MIN""","8419","AACmXpAAGAAA2glAAb"
"15104","Size/Length","Lack of Experience","Isolation","Power Forward","5","""OKC""","6033","AACmXpAAGAAA2glAAc"
"15105","Athleticism","Lack of Experience","Triangle Offense","Point Guard","4","""HOU""","776","AACmXpAAGAAA2glAAd"
"15106","Rebounding","Inconsistent Shooting","Pick-and-Roll","Center","5","ATL","9747","AACmXpAAGAAA2glAAe"
"15107","Athleticism","Injury Prone","Pick-and-Roll","Small Forward","3","""BKN""","18423","AACmXpAAGAAA2glAAf"
"15108","Defense","Inconsistent Shooting","Isolation","Center","3","""MEM""","15272","AACmXpAAGAAA2glAAg"
"15109","Basketball IQ","Poor Ball Handling","Triangle Offense","Shooting Guard","4","""DET""","13052","AACmXpAAGAAA2glAAh"
"15110","Basketball IQ","Lack of Size/Length","Isolation","Power Forward","3","""LAL""","15369","AACmXpAAGAAA2glAAi"
"15111","Versatility","Inconsistent Shooting","Isolation","Power Forward","4","""GSW""","6368","AACmXpAAGAAA2glAAj"
"15112","Rebounding","Injury Prone","Fast Break","Center","5","""WAS""","4611","AACmXpAAGAAA2glAAk"
"15113","Leadership","Lack of Athleticism","Isolation","Power Forward","5","""POR""","1826","AACmXpAAGAAA2glAAl"
"15114","Shooting","Foul Prone","Small Ball","Small Forward","1","""ORL""","5615","AACmXpAAGAAA2glAAm"
"15115","Ball Handling","Foul Prone","Fast Break","Center","5","""NOP""","2133","AACmXpAAGAAA2glAAn"
"15116","Size/Length","Injury Prone","Zone Defense","Point Guard","5","""NYK""","5441","AACmXpAAGAAA2glAAo"
"15117","Shooting","Lack of Athleticism","Man-to-Man Defense","Shooting Guard","2","""CHA""","5541","AACmXpAAGAAA2glAAp"
"15118","Passing","Poor Ball Handling","Isolation","Center","1","""DET""","11614","AACmXpAAGAAA2glAAq"
"15119","Versatility","Lack of Experience","Man-to-Man Defense","Small Forward","5","""NYK""","7512","AACmXpAAGAAA2glAAr"
"15120","Versatility","Lack of Size/Length","Triangle Offense","Center","2","""POR""","11314","AACmXpAAGAAA2glAAs"
"15121","Versatility","Lack of Athleticism","Small Ball","Point Guard","2","ATL","12989","AACmXpAAGAAA2glAAt"
"15122","Ball Handling","Weak Defense","Man-to-Man Defense","Power Forward","5","""DET""","3404","AACmXpAAGAAA2glAAu"
"15123","Basketball IQ","Lack of Experience","Isolation","Center","1","""WAS""","4641","AACmXpAAGAAA2glAAv"
"15124","Passing","Foul Prone","Pick-and-Roll","Center","2","""MIN""","2341","AACmXpAAGAAA2glAAw"
"15125","Size/Length","Poor Ball Handling","Man-to-Man Defense","Center","2","ATL","190","AACmXpAAGAAA2glAAx"
"15126","Defense","Lack of Experience","Triangle Offense","Power Forward","3","""MIN""","6955","AACmXpAAGAAA2glAAy"
"15127","Basketball IQ","Inconsistent Shooting","Half-Court Offense","Shooting Guard","1","""OKC""","3579","AACmXpAAGAAA2glAAz"
"15128","Passing","Foul Prone","Small Ball","Power Forward","5","""BKN""","16792","AACmXpAAGAAA2glAA0"
"15129","Basketball IQ","Foul Prone","Zone Defense","Small Forward","3","""SAC""","16576","AACmXpAAGAAA2glAA1"
"15130","Ball Handling","Lack of Size/Length","Fast Break","Center","3","""LAC""","5428","AACmXpAAGAAA2glAA2"
"15131","Defense","Lack of Experience","Half-Court Offense","Shooting Guard","1","""NOP""","5615","AACmXpAAGAAA2glAA3"
"15132","Passing","Poor Ball Handling","Man-to-Man Defense","Center","4","""NYK""","15221","AACmXpAAGAAA2glAA4"
"15133","Rebounding","Lack of Experience","Triangle Offense","Point Guard","3","""UTA""","19558","AACmXpAAGAAA2glAA5"
"15134","Shooting","Weak Defense","Triangle Offense","Small Forward","2","""SAS""","2486","AACmXpAAGAAA2glAA6"
"15135","Athleticism","Lack of Athleticism","Triangle Offense","Point Guard","1","""MIA""","3861","AACmXpAAGAAA2glAA7"
"15136","Defense","Lack of Athleticism","Fast Break","Center","5","""MIA""","7420","AACmXpAAGAAA2glAA8"
"15137","Versatility","Lack of Experience","Fast Break","Power Forward","2","""LAC""","1536","AACmXpAAGAAA2glAA9"
"15138","Versatility","Injury Prone","Fast Break","Power Forward","3","""IND""","10474","AACmXpAAGAAA2glAA+"
"15139","Shooting","Lack of Size/Length","Fast Break","Power Forward","2","""NOP""","7693","AACmXpAAGAAA2glAA/"
"15140","Shooting","Injury Prone","Small Ball","Shooting Guard","3","""PHI""","17514","AACmXpAAGAAA2glABA"
"15141","Ball Handling","Weak Defense","Small Ball","Center","1","""DAL""","18408","AACmXpAAGAAA2glABB"
"15142","Basketball IQ","Foul Prone","Small Ball","Center","1","""WAS""","11264","AACmXpAAGAAA2glABC"
"15143","Athleticism","Lack of Experience","Triangle Offense","Point Guard","5","""DEN""","2598","AACmXpAAGAAA2glABD"
"15144","Size/Length","Lack of Experience","Fast Break","Shooting Guard","2","""LAC""","7523","AACmXpAAGAAA2glABE"
"15145","Passing","Poor Ball Handling","Triangle Offense","Power Forward","2","""IND""","13650","AACmXpAAGAAA2glABF"
"15146","Rebounding","Lack of Experience","Pick-and-Roll","Shooting Guard","4","""WAS""","2597","AACmXpAAGAAA2glABG"
"15147","Shooting","Lack of Athleticism","Fast Break","Power Forward","5","""CHA""","1999","AACmXpAAGAAA2glABH"
"15148","Athleticism","Weak Defense","Triangle Offense","Shooting Guard","5","""CHI""","4682","AACmXpAAGAAA2glABI"
"15149","Rebounding","Poor Ball Handling","Man-to-Man Defense","Power Forward","5","""ORL""","17024","AACmXpAAGAAA2glABJ"
"15150","Versatility","Weak Defense","Zone Defense","Small Forward","2","""IND""","7723","AACmXpAAGAAA2glABK"
"15151","Passing","Lack of Athleticism","Man-to-Man Defense","Point Guard","4","""LAC""","12611","AACmXpAAGAAA2glABL"
"15152","Scoring","Foul Prone","Triangle Offense","Small Forward","1","""HOU""","2853","AACmXpAAGAAA2glABM"
"15153","Athleticism","Lack of Athleticism","Small Ball","Point Guard","4","""DET""","1975","AACmXpAAGAAA2glABN"
"15154","Shooting","Poor Ball Handling","Zone Defense","Center","5","ATL","11153","AACmXpAAGAAA2glABO"
"15155","Size/Length","Lack of Athleticism","Small Ball","Power Forward","1","""SAC""","19896","AACmXpAAGAAA2glABP"
"15156","Defense","Injury Prone","Small Ball","Small Forward","5","""IND""","13324","AACmXpAAGAAA2glABQ"
"15157","Defense","Injury Prone","Half-Court Offense","Center","4","""GSW""","10787","AACmXpAAGAAA2glABR"
"15158","Shooting","Weak Defense","Half-Court Offense","Power Forward","4","""DAL""","8340","AACmXpAAGAAA2glABS"
"15159","Ball Handling","Lack of Experience","Half-Court Offense","Small Forward","4","""BOS""","5182","AACmXpAAGAAA2glABT"
"15160","Size/Length","Lack of Size/Length","Man-to-Man Defense","Shooting Guard","4","""MIN""","5318","AACmXpAAGAAA2glABU"
"15161","Shooting","Lack of Size/Length","Fast Break","Small Forward","2","""SAC""","1545","AACmXpAAGAAA2glABV"
"15162","Defense","Inconsistent Shooting","Fast Break","Center","3","""WAS""","2094","AACmXpAAGAAA2glABW"
"15163","Shooting","Weak Defense","Half-Court Offense","Point Guard","1","""OKC""","10997","AACmXpAAGAAA2glABX"
"15164","Size/Length","Poor Decision Making","Pick-and-Roll","Point Guard","1","""SAS""","1522","AACmXpAAGAAA2glABY"
"15165","Athleticism","Lack of Size/Length","Pick-and-Roll","Power Forward","1","""DEN""","15990","AACmXpAAGAAA2glABZ"
"15166","Versatility","Inconsistent Shooting","Isolation","Center","5","""DEN""","3549","AACmXpAAGAAA2glABa"
"15167","Leadership","Lack of Size/Length","Pick-and-Roll","Shooting Guard","2","""GSW""","16192","AACmXpAAGAAA2glABb"
"15168","Passing","Injury Prone","Isolation","Point Guard","2","""IND""","18951","AACmXpAAGAAA2glABc"
"15169","Ball Handling","Poor Decision Making","Fast Break","Shooting Guard","3","""LAC""","12307","AACmXpAAGAAA2glABd"
"15170","Rebounding","Lack of Athleticism","Isolation","Center","5","""CHI""","500","AACmXpAAGAAA2glABe"
"15171","Basketball IQ","Weak Defense","Zone Defense","Point Guard","4","""HOU""","7418","AACmXpAAGAAA2glABf"
"15172","Basketball IQ","Injury Prone","Isolation","Center","4","""GSW""","10448","AACmXpAAGAAA2glABg"
"15173","Leadership","Weak Defense","Zone Defense","Power Forward","1","""MIN""","11914","AACmXpAAGAAA2glABh"
"15174","Versatility","Lack of Athleticism","Zone Defense","Point Guard","3","""HOU""","904","AACmXpAAGAAA2glABi"
"15175","Leadership","Poor Ball Handling","Isolation","Point Guard","5","""NOP""","18498","AACmXpAAGAAA2glABj"
"15176","Rebounding","Poor Decision Making","Small Ball","Point Guard","3","""NOP""","1279","AACmXpAAGAAA2gmAAA"
"15177","Athleticism","Injury Prone","Zone Defense","Power Forward","4","""WAS""","13610","AACmXpAAGAAA2gmAAB"
"15178","Passing","Lack of Athleticism","Man-to-Man Defense","Small Forward","4","""UTA""","11473","AACmXpAAGAAA2gmAAC"
"15179","Rebounding","Foul Prone","Triangle Offense","Power Forward","1","""OKC""","13349","AACmXpAAGAAA2gmAAD"
"15180","Passing","Poor Decision Making","Fast Break","Power Forward","5","""SAS""","694","AACmXpAAGAAA2gmAAE"
"15181","Size/Length","Lack of Size/Length","Man-to-Man Defense","Power Forward","2","""TOR""","15742","AACmXpAAGAAA2gmAAF"
"15182","Athleticism","Inconsistent Shooting","Man-to-Man Defense","Power Forward","1","ATL","13299","AACmXpAAGAAA2gmAAG"
"15183","Basketball IQ","Lack of Size/Length","Isolation","Small Forward","1","""BOS""","11669","AACmXpAAGAAA2gmAAH"
"15184","Shooting","Lack of Size/Length","Small Ball","Point Guard","5","""ORL""","4691","AACmXpAAGAAA2gmAAI"
"15185","Ball Handling","Lack of Experience","Pick-and-Roll","Power Forward","3","""MEM""","15837","AACmXpAAGAAA2gmAAJ"
"15186","Ball Handling","Lack of Size/Length","Triangle Offense","Power Forward","4","""DAL""","16809","AACmXpAAGAAA2gmAAK"
"15187","Ball Handling","Injury Prone","Man-to-Man Defense","Small Forward","4","""TOR""","19424","AACmXpAAGAAA2gmAAL"
"15188","Scoring","Poor Ball Handling","Small Ball","Point Guard","5","""LAL""","3920","AACmXpAAGAAA2gmAAM"
"15189","Leadership","Weak Defense","Isolation","Center","3","ATL","297","AACmXpAAGAAA2gmAAN"
"15190","Athleticism","Poor Decision Making","Zone Defense","Power Forward","1","""NYK""","588","AACmXpAAGAAA2gmAAO"
"15191","Athleticism","Inconsistent Shooting","Man-to-Man Defense","Shooting Guard","5","""DET""","19335","AACmXpAAGAAA2gmAAP"
"15192","Scoring","Lack of Experience","Pick-and-Roll","Shooting Guard","2","ATL","4457","AACmXpAAGAAA2gmAAQ"
"15193","Scoring","Lack of Size/Length","Isolation","Shooting Guard","4","""TOR""","8830","AACmXpAAGAAA2gmAAR"
"15194","Rebounding","Poor Decision Making","Isolation","Shooting Guard","2","""ORL""","19843","AACmXpAAGAAA2gmAAS"
"15195","Versatility","Lack of Size/Length","Pick-and-Roll","Small Forward","2","""CHA""","6045","AACmXpAAGAAA2gmAAT"
"15196","Athleticism","Inconsistent Shooting","Fast Break","Shooting Guard","2","""UTA""","10416","AACmXpAAGAAA2gmAAU"
"15197","Versatility","Lack of Athleticism","Zone Defense","Small Forward","4","""MIA""","12815","AACmXpAAGAAA2gmAAV"
"15198","Defense","Lack of Size/Length","Triangle Offense","Shooting Guard","2","""CLE""","6694","AACmXpAAGAAA2gmAAW"
"15199","Ball Handling","Lack of Size/Length","Zone Defense","Point Guard","4","""NYK""","11946","AACmXpAAGAAA2gmAAX"
"15200","Passing","Lack of Experience","Isolation","Center","5","""BKN""","2930","AACmXpAAGAAA2gmAAY"
"15201","Rebounding","Lack of Athleticism","Fast Break","Power Forward","4","""MEM""","14305","AACmXpAAGAAA2gmAAZ"
"15202","Leadership","Lack of Size/Length","Pick-and-Roll","Power Forward","4","""PHI""","4464","AACmXpAAGAAA2gmAAa"
"15203","Athleticism","Lack of Athleticism","Triangle Offense","Shooting Guard","2","""DET""","8188","AACmXpAAGAAA2gmAAb"
"15204","Versatility","Weak Defense","Isolation","Center","2","""BKN""","7025","AACmXpAAGAAA2gmAAc"
"15205","Defense","Poor Decision Making","Triangle Offense","Power Forward","5","ATL","5987","AACmXpAAGAAA2gmAAd"
"15206","Defense","Injury Prone","Half-Court Offense","Shooting Guard","4","""LAC""","10040","AACmXpAAGAAA2gmAAe"
"15207","Passing","Inconsistent Shooting","Zone Defense","Point Guard","5","""NOP""","13676","AACmXpAAGAAA2gmAAf"
"15208","Passing","Foul Prone","Small Ball","Shooting Guard","4","""WAS""","2976","AACmXpAAGAAA2gmAAg"
"15209","Defense","Weak Defense","Small Ball","Center","5","""IND""","17418","AACmXpAAGAAA2gmAAh"
"15210","Shooting","Weak Defense","Fast Break","Center","1","""TOR""","3363","AACmXpAAGAAA2gmAAi"
"15211","Defense","Poor Ball Handling","Small Ball","Shooting Guard","2","""MIL""","9864","AACmXpAAGAAA2gmAAj"
"15212","Basketball IQ","Lack of Experience","Zone Defense","Power Forward","3","""MIL""","3699","AACmXpAAGAAA2gmAAk"
"15213","Defense","Poor Decision Making","Zone Defense","Center","5","""IND""","17835","AACmXpAAGAAA2gmAAl"
"15214","Defense","Poor Decision Making","Man-to-Man Defense","Power Forward","4","""NYK""","8107","AACmXpAAGAAA2gmAAm"
"15215","Size/Length","Lack of Athleticism","Man-to-Man Defense","Shooting Guard","3","""TOR""","4163","AACmXpAAGAAA2gmAAn"
"15216","Defense","Poor Ball Handling","Man-to-Man Defense","Point Guard","3","""POR""","4733","AACmXpAAGAAA2gmAAo"
"15217","Rebounding","Weak Defense","Man-to-Man Defense","Center","5","""OKC""","10866","AACmXpAAGAAA2gmAAp"
"15218","Versatility","Weak Defense","Man-to-Man Defense","Point Guard","2","""MIN""","12611","AACmXpAAGAAA2gmAAq"
"15219","Basketball IQ","Foul Prone","Triangle Offense","Power Forward","2","""LAC""","9780","AACmXpAAGAAA2gmAAr"
"15220","Versatility","Inconsistent Shooting","Isolation","Center","4","""CHI""","18389","AACmXpAAGAAA2gmAAs"
"15221","Shooting","Lack of Size/Length","Zone Defense","Small Forward","2","""LAC""","1442","AACmXpAAGAAA2gmAAt"
"15222","Shooting","Injury Prone","Zone Defense","Power Forward","2","""MIL""","5131","AACmXpAAGAAA2gmAAu"
"15223","Scoring","Weak Defense","Man-to-Man Defense","Point Guard","2","""DEN""","14789","AACmXpAAGAAA2gmAAv"
"15224","Versatility","Weak Defense","Fast Break","Power Forward","5","""PHX""","8619","AACmXpAAGAAA2gmAAw"
"15225","Shooting","Injury Prone","Small Ball","Small Forward","3","""CLE""","236","AACmXpAAGAAA2gmAAx"
"15226","Leadership","Poor Ball Handling","Small Ball","Center","4","""PHX""","2470","AACmXpAAGAAA2gmAAy"
"15227","Basketball IQ","Lack of Experience","Fast Break","Point Guard","5","ATL","18257","AACmXpAAGAAA2gmAAz"
"15228","Defense","Lack of Athleticism","Zone Defense","Center","1","""SAC""","8169","AACmXpAAGAAA2gmAA0"
"15229","Shooting","Inconsistent Shooting","Zone Defense","Small Forward","5","""LAL""","15927","AACmXpAAGAAA2gmAA1"
"15230","Versatility","Weak Defense","Zone Defense","Shooting Guard","5","""MEM""","16046","AACmXpAAGAAA2gmAA2"
"15231","Ball Handling","Weak Defense","Isolation","Shooting Guard","4","""OKC""","16230","AACmXpAAGAAA2gmAA3"
"15232","Shooting","Foul Prone","Man-to-Man Defense","Point Guard","3","""TOR""","4587","AACmXpAAGAAA2gmAA4"
"15233","Shooting","Lack of Experience","Man-to-Man Defense","Center","3","""CHI""","10611","AACmXpAAGAAA2gmAA5"
"15234","Ball Handling","Injury Prone","Pick-and-Roll","Point Guard","3","""MIL""","4470","AACmXpAAGAAA2gmAA6"
"15235","Size/Length","Weak Defense","Half-Court Offense","Shooting Guard","1","""PHX""","5395","AACmXpAAGAAA2gmAA7"
"15236","Shooting","Poor Decision Making","Man-to-Man Defense","Center","2","""UTA""","6626","AACmXpAAGAAA2gmAA8"
"15237","Scoring","Lack of Size/Length","Pick-and-Roll","Shooting Guard","4","""NYK""","18671","AACmXpAAGAAA2gmAA9"
"15238","Defense","Poor Decision Making","Triangle Offense","Small Forward","1","""OKC""","6683","AACmXpAAGAAA2gmAA+"
"15239","Basketball IQ","Injury Prone","Man-to-Man Defense","Power Forward","2","""CHA""","17235","AACmXpAAGAAA2gmAA/"
"15240","Athleticism","Poor Ball Handling","Pick-and-Roll","Small Forward","5","""BKN""","7638","AACmXpAAGAAA2gmABA"
"15241","Versatility","Weak Defense","Isolation","Point Guard","1","""PHX""","14416","AACmXpAAGAAA2gmABB"
"15242","Ball Handling","Weak Defense","Small Ball","Power Forward","4","""CHI""","14728","AACmXpAAGAAA2gmABC"
"15243","Versatility","Lack of Athleticism","Pick-and-Roll","Small Forward","5","""MIA""","479","AACmXpAAGAAA2gmABD"
"15244","Rebounding","Weak Defense","Triangle Offense","Point Guard","3","""IND""","7488","AACmXpAAGAAA2gmABE"
"15245","Scoring","Poor Ball Handling","Half-Court Offense","Small Forward","3","""CHI""","18797","AACmXpAAGAAA2gmABF"
"15246","Passing","Lack of Size/Length","Zone Defense","Small Forward","4","""PHX""","10210","AACmXpAAGAAA2gmABG"
"15247","Athleticism","Injury Prone","Triangle Offense","Power Forward","1","""IND""","14671","AACmXpAAGAAA2gmABH"
"15248","Scoring","Lack of Athleticism","Small Ball","Shooting Guard","2","ATL","19575","AACmXpAAGAAA2gmABI"
"15249","Athleticism","Foul Prone","Pick-and-Roll","Center","3","""LAC""","525","AACmXpAAGAAA2gmABJ"
"15250","Versatility","Lack of Experience","Isolation","Small Forward","2","""MIA""","13515","AACmXpAAGAAA2gmABK"
"15251","Ball Handling","Poor Decision Making","Zone Defense","Shooting Guard","2","""NOP""","2655","AACmXpAAGAAA2gmABL"
"15252","Passing","Injury Prone","Half-Court Offense","Center","4","""UTA""","14509","AACmXpAAGAAA2gmABM"
"15253","Scoring","Poor Decision Making","Isolation","Point Guard","2","""TOR""","11892","AACmXpAAGAAA2gmABN"
"15254","Leadership","Inconsistent Shooting","Man-to-Man Defense","Shooting Guard","2","""SAC""","19834","AACmXpAAGAAA2gmABO"
"15255","Scoring","Inconsistent Shooting","Small Ball","Center","2","""DET""","14811","AACmXpAAGAAA2gmABP"
"15256","Defense","Poor Decision Making","Triangle Offense","Power Forward","4","""IND""","17011","AACmXpAAGAAA2gmABQ"
"15257","Shooting","Lack of Experience","Isolation","Shooting Guard","2","""PHI""","4609","AACmXpAAGAAA2gmABR"
"15258","Athleticism","Poor Decision Making","Pick-and-Roll","Point Guard","5","""MEM""","1080","AACmXpAAGAAA2gmABS"
"15259","Leadership","Lack of Experience","Half-Court Offense","Shooting Guard","2","""PHX""","2833","AACmXpAAGAAA2gmABT"
"15260","Ball Handling","Foul Prone","Triangle Offense","Point Guard","2","""OKC""","17601","AACmXpAAGAAA2gmABU"
"15261","Basketball IQ","Lack of Athleticism","Zone Defense","Power Forward","5","""NYK""","15985","AACmXpAAGAAA2gmABV"
"15262","Size/Length","Poor Ball Handling","Fast Break","Shooting Guard","2","""CHA""","17739","AACmXpAAGAAA2gmABW"
